id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22015444	1	질문자	돈을 모아서 독립을 하고 싶은데 집값이 너무 비싸서 고민이야.				0	2022-10-09 00:01:09	2022-10-09 00:01:09
BK22015444	2	전문가	맞아, 그래서 나는 요즘 임대주택을 알아보고 있어.				0	2022-10-09 00:01:09	2022-10-09 00:01:09
BK22015444	3	질문자	나도 국민임대주택 알아보라고 추천받았는데, 혹시 이게 어떤 건지 알아?				0	2022-10-09 00:01:09	2022-10-09 00:01:09
BK22015444	4	전문가	물론이지, 국민임대주택은 한국토지주택공사나 지자체가 일정 소득수준 이하의 저소득층을 위해서 운영하는 장기임대 주택인데, 공공임대주택이랑 다르게 분양전환이 불가능하다는 점이 있어.	국민임대주택	https://ko.wikipedia.org/wiki/%EA%B5%AD%EB%AF%BC%EC%9E%84%EB%8C%80%EC%A3%BC%ED%83%9D	2022/02/27	0	2022-10-09 00:01:18	2022-10-14 16:31:38
BK22015444	5	질문자	그런거구나, 그러면 국민임대주택에 들어가려면 어떤 조건이 필요해?				0	2022-10-09 00:01:18	2022-10-09 00:01:18
BK22015444	6	전문가	국민임대주택에 들어가려면 세대주나 세대 구성원들이 모두 주민등록상 집이 없는 사람이어야 해. 이 국민임대주택이라는게 무주택자인 일반 사람들을 위한 정책이어서 이 조건에서 벗어나면 안 돼.	국민임대주택 조건	https://ko.wikipedia.org/wiki/%EA%B5%AD%EB%AF%BC%EC%9E%84%EB%8C%80%EC%A3%BC%ED%83%9D	2022/02/27	0	2022-10-09 00:01:18	2022-10-09 00:01:18
BK22015444	7	질문자	내가 독립하면 무주택자니까 가능할 수도 있겠다. 그리고 생각해보니 매입임대라는 걸 신문에서 본 적이 있는데, 이건 뭐야?				0	2022-10-09 00:01:18	2022-10-09 00:01:18
BK22015444	8	전문가	아, 매입임대는 LH가 이미 완공되었거나 완공될 예정인 다가구주택 같은 민간주택을 사들여서 저소득층, 청년, 신혼부부한테 저렴하게 빌려주는거야. 여기에 들어가려면 전용면적 85제곱미터 이하고, 건물사용승인일이 3년 이내인 집을 골라서 LH에 입주 신청을 하면 돼.	매입임대주택	https://www.mstoday.co.kr/news/articleView.html?idxno=80177	2022/09/15	0	2022-10-09 00:01:18	2022-10-09 00:01:18
BK22015444	9	질문자	나도 신청할 수 있는지 알아봐야겠다. 그리고 또 어떤 임대주택이 있어?				0	2022-10-09 00:01:18	2022-10-09 00:01:18
BK22015444	10	전문가	영구임대주택이라고 저소득층의 주거안정을 위해서 시행되는 임대주택이 있는데 시장가격의 30퍼센트 정도의 임대료로 거주할 수 있어. 그리고 자산 소득 기준이 없는 대신에 기초생활수급자, 국가유공자, 한부모가족 등 식구들이 모두 집이 없어야 들어갈 수 있는 자격이 생겨.	영구임대주택	https://www.mstoday.co.kr/news/articleView.html?idxno=80177	2022/09/15	0	2022-10-09 00:01:18	2022-10-09 00:01:18
