id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22006000	1	질문자	다음달에 코엑스에서 무슨 행사하는것 같던데 내용 알고 있어?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	2	전문가	아트페어 말하는거지? 다음달 2일부터 5일까지 세계3대아트페어중 하나인 프리즈하고, 키아프라 불리는 한국국제아트페어가 코엑스에서 공동 개최돼. 우리나라 건국이래 가장 큰 규모의 아트페어가 열리는 거야.	코엑스 행사	https://n.news.naver.com/article/newspaper/009/0005006649?date=20220820	2022/08/19	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	3	질문자	아트페어란 단어자체가 너무 생소한데, 무슨 의미 인지 설명해줄 수 있어?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	4	전문가	한마디로 여러 갤러리가 공동으로 연합하여 작가들의 미술 작품을 전시하고 판매하는 행사라고 생각하면 돼.	아트페어	https://ko.wikipedia.org/wiki/%EC%95%84%ED%8A%B8%ED%8E%98%EC%96%B4	2022/02/06	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	5	질문자	아, 대규모로 작품을 전시하고 판매하는 행사라고 생각하면 되겠네. 이런 아트페어는 언제 최초로 시작된거야?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	6	전문가	1913년 뉴욕의 아모리 전시회가 최초로 열린 아트페어 행사야. 아트페어는 일종의 견본시장으로 생각하면 되는데 갤러리들이 그 해의 트렌드를 반영해서 개최하기 때문에 그 해의 미술계의 트렌드도 확인할 수 있어.	최초의 아트페어	https://ko.wikipedia.org/wiki/%EC%95%84%ED%8A%B8%ED%8E%98%EC%96%B4	2022/02/06	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	7	질문자	오 전시회구경가는 것도 재미있을것 같아. 아까 세계 3대아트페어중 하나가 프리즈라고 했잖아? 그럼나머지는 어떤것들이야?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	8	전문가	프랑스의 피아크, 스위스의 아트 바젤이 프리즈와 함께 세계 3대 아트페어로 꼽히고있어.	세계3대아트페어	http://www.womennews.co.kr/news/articleView.html?idxno=227088	2022/08/19	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	9	질문자	다른 아트페어들도 기회가되면 한번 가보고 싶다. 이번에 서울에서 하는 아트페어는 우리나라에서 하는 가장 큰규모라며 어느정도인거야?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	10	전문가	프리즈 서울에는 전세계에서 110개의 화랑이 참여하고 키아프에는 164개의 화랑이 참여해. 이번 아트페어는 아시아 최대 규모인거야.	프리즈 서울	https://n.news.naver.com/article/newspaper/009/0005006649?date=20220820	2022/08/19	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	11	질문자	오, 원래 이런 미술전시행사는 홍콩에서 주로 하지 않았어?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	12	전문가	맞아. 세계 미술 시장은 2021년 기준 651억달러, 우리나라 돈으로 약 85조원에 이르러. 근데 이 금액의 20퍼센트를 차지하는 중국의 유통 창구가 바로 홍콩이었거든. 하지만 최근 2년간 중국의 홍콩 봉쇄이후, 화랑들이 홍콩을 떠나고 아트바젤 홍콩의 위상또한 약화됐어.	중국 홍콩 세계미술시장	https://n.news.naver.com/article/newspaper/009/0005006649?date=20220820	2022/08/19	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	13	질문자	이번 기회에 우리나라에서 이 아트페어를 잘 치루면 국제미술시장에서 우리나라가 좀 더 주도적인 역할을 할 수 있게 될 수도 있겠네?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	14	전문가	맞아. 이번 행사가 성공적으로 치러지게 되면 서울은 아시아 미술 허브 전쟁에서 도쿄나 싱가포르보다 한발 더 먼저 앞서가게 되는거야. 또 이번 서울에서 열리는 아트페어를 시작으로 우리나라가 국제미술계의 이목을 집중시키고, 국내 실력있는 작가들의 해외진출 기회도 늘어날 것으로 기대하고 있고.	서울 아트페어	https://n.news.naver.com/article/newspaper/009/0005006649?date=20220820	2022/08/19	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	15	질문자	이번 행사가 우리나라 미술산업에서 중요한 역할을 하겠네. 일반인도 혹시 전시회 가서 구경할 수 있어?				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	16	전문가	그럼, 사실 우리같은 일반인들은 비싼 가격때문에 미술품을 소장하는 것이 쉽지않잖아. 그치만 아트페어가면 이런 비싼 미술품들을 감상할 수 있는 기회가 생겨.	아트페어 관람	https://ko.wikipedia.org/wiki/%EC%95%84%ED%8A%B8%ED%8E%98%EC%96%B4	2022/02/06	0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	17	질문자	오 그러면 전시회 열릴 때 한번 가봐야겠다. 비싼 작품 구경이라도 해봐야지.				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	18	전문가	같이 갈래? 나도 미술 작품 보는거 무척 좋아해.				0	2022-08-20 20:12:26	2022-08-20 20:12:26
BK22006000	19	질문자	그래 그럼, 다음 달에 같이 아트 페어 구경 가자. 내가 다음 달에 연락할테니 오늘은 이만 헤어지자!				1	2022-08-20 20:12:26	2022-08-29 16:55:55
BK22006000	20	전문가	조심히가고, 오늘 너무 즐거운 시간이었어. 다음달에 또 보자!				0	2022-08-20 20:12:26	2022-08-20 20:12:26
