id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22002589	1	질문자	요즘 날씨가 더워서 물과 관련된 레저활동을 알아보게 되네요.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	2	전문가	하하, 날이 더우면 물에서 즐길 수 있는 취미가 좋기는 하죠.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	3	질문자	네, 그런데 스쿠버 다이빙을 배워볼까 하는데 진입 장벽이 높아 보여서 고민이 돼요.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	4	전문가	하하, 하지만 스쿠버 다이빙은 생각보다 쉽게 접근할 수 있는 분야예요.	스쿠버 다이빙 입문	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=2500&key=20220409.99099002195	2022/04/09	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	5	질문자	음, 그럼 어떤 자격 요건이 필요하거나 하지는 않나요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	6	전문가	스쿠버 다이빙을 즐기기 위해서는 일련의 교육과정을 거쳐야 해요.	스쿠버 다이빙 초급 다이버	http://www.kyeongin.com/main/view.php?key=20160617010005474	2016/06/17	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	7	질문자	사실 스쿠버 다이빙은 배우지 않으면 못할 것 같기는 한데 어떤 이유로 교육과정을 거쳐야 하는지 단순히 궁금하네요.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	8	전문가	강습을 받고 다이버 자격증을 발급받아야 장비도 대여가 가능하고 바다에 들어갈 자격이 생겨요.	스쿠버 다이빙 강습	http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002018364	2014/08/20	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	9	질문자	아하, 장비를 빌리는 것부터 제약이 생기는군요. 그럼 어떤 과정을 통해 자격증을 딸 수 있을까요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	10	전문가	교육단체의 전문 강사를 통해 이론교육 9시간과 수영장 교육 12시간, 해양 실습 과정을 이수하면 초급 다이버 인증서를 받을 수 있어요.	스쿠버 다이빙 교육단체	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=2500&key=20220409.99099002195	2022/04/09	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	11	질문자	교육시간이 꽤 짧은 것 같은데 이수까지 긴 시간이 걸리지는 않겠네요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	12	전문가	네, 맞아요. 약 일주일 이내로 취득이 가능한 가장 기본적인 자격증이죠.	오픈 워터 과정	https://www.mhnse.com/news/articleView.html?idxno=76405	2021/06/01	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	13	질문자	일주일 정도면 어떤 자격증을 따는 것 치고 정말 짧은 시간이네요. 그럼 교육기관에 가서 가장 초급 단계 자격증을 따고 싶다고 말하면 될까요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	14	전문가	가장 기본적인 단계의 초급 자격증은 오픈 워터라고 말하니 오픈 워터 과정을 배우고 싶다고 말씀드리면 될 거예요.	오픈 워터 자격증 일주일	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20130802.22026191122	2013/08/01	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	15	질문자	오픈 워터라 뭔가 초급자와 잘 어울리는 이름의 단계네요. 그런데 스킨 다이빙과 스쿠버 다이빙은 같은 건가요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	16	전문가	아뇨, 얼핏 보기엔 둘의 이름이 비슷해 같아 보이지만 잠수 방법에서 차이가 있어요.	스쿠버 다이빙 스킨 다이빙	http://www.news2day.co.kr/106394	2018/07/09	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	17	질문자	아하, 둘이 같은 게 아니군요. 그럼 둘은 어떤 차이가 있을까요?				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	18	전문가	스쿠버 다이빙은 수중 호흡기를 뜻하는 영어단어인 Self Contained Underwater Breathing Apparatus에서 SCUBA를 따와 여기에 다이빙을 결합한 말이에요. 수중 호흡기를 착용하고 잠수를 하는 수중 다이빙이라는 뜻이죠. 반면에 스킨 다이빙은 수중 호흡기를 사용하지 않고 맨몸으로 잠수해요. 공식 용어로는 프리다이빙이라고 하고요.	스킨 다이빙 프리 다이빙	https://www.mhnse.com/news/articleView.html?idxno=76405	2021/06/01	0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	19	질문자	아하, 되게 큰 차이가 있는 분야였군요. 아무래도 영어고 뒤에 들어가는 단어도 다이빙으로 동일하다 보니 혼용해서 사용하게 되었던 것 같아요.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	20	전문가	뉴스 같은 곳에서도 가끔 잘못 사용하는 일이 있을 정도로 많은 분들이 헷갈려하시는 단어예요.				0	2022-08-02 12:17:51	2022-08-02 13:52:05
BK22002589	21	질문자	네, 그래도 오늘 이렇게 차이점을 알게 돼서 앞으로는 헷갈릴 일은 없을 것 같네요. 오늘 덕분에 막연한 분야에 대해 많은 지식 알게 되었어요. 정말 감사합니다!				1	2022-08-02 12:17:51	2022-08-02 16:45:19
