id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22014515	1	질문자	이스탄불에 간 김에 평소 이름이 너무 예뻐 가고 싶었던 사프란볼루에 가보려고요.				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	2	전문가	예쁜 이름만큼 예쁜 마을이죠.				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	3	질문자	저는 샤프란 하면 빨래 유연제가 생각나는데 왜 이름이 사프란볼루인가요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	4	전문가	사프란은 노란색 암술만 모아 말린 후 약재나 향수 또는 향신료로 사용하는 붓꽃의 일종인데, 이 마을에서 사프란을 많이 재배했기 때문에 사프란볼루라고 불렸어요. 그런데 더 이상 이곳에서는 사프란을 재배하지 않습니다.	사프란볼루	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	5	질문자	사프란볼루는 마을 전체가 하나의 조각상처럼 유려하고 또 세계문화유산으로도 지정됐다고 하던데, 그게 사실인가요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	6	전문가	네, 사프란볼루는 1994년, 유네스코 세계문화유산으로 지정되었어요. 마을 전체가 세계문화유산으로 지정된 걸로도 유명하죠.	사프란볼루	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	7	질문자	마을 전체가 지정되었다면 마을 전체가 다 보존 가치가 있다는 거죠?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	8	전문가	맞습니다, 이 마을에는 지어진지 200년이 넘었거나 300년 이상된 전통목조건물 2천여 채가 그대로 남아있습니다. 또한 그 집에 아직도 사람들이 거주하고 있어요.	사프란볼루 목조건물	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	9	질문자	그렇게 오래된 건물은 거주가 아니라 보존만 해야하는 거 아닌가요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	10	전문가	오히려 살면서 관리를 잘해서 그런지 아직도 튼튼해 보였어요.				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	11	질문자	사람이 살지 않는 2천여 채를 관리하는 것도 무리겠어요. 그런데 2~3백 년 이상씩 목조건물이 보존되었다니 대단한데 튀르키예는 지진이 없는 나라인가요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	12	전문가	아니요, 튀르키예는 지진이 자주 발생하는 나라인데, 사프란볼루가 특별히 암반으로 된 지형이라 그동안 지진 피해가 없었기 때문에 건물이 아직 남아있는 겁니다.	사프란볼루 지진	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	13	질문자	다행이네요. 그 덕에 멋진 마을의 모습을 저도 볼 수 있겠어요. 아름다운 마을 풍경을 한눈에 볼 수 있는 곳이 있을까요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	14	전문가	네, 마을에 흐드를륵이라는 언덕이 있는데 이곳에서는 마을 전체가 한눈에 담깁니다.	흐드를륵 언덕	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	15	질문자	마을 안에 둘러볼만한 주요 관광지에는 어떤 곳이 있나요?				0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	16	전문가	역사가 350년이나 되는 유서깊은 마을 장터인 아라스타 바자르에 가면 마을 사람들이 직접만든 수공예품을 팔아요. 가죽 수제화나 금속공예제품 그리고 솜씨 좋은 여인들이 뜬 레이스제품들을 볼 수 있고 특히 쫀득쫀득한 터키 젤리 로쿰이 인기가 많죠.	아라스타 바자르	https://www.medicaltimes.com/News/1100000	2015/10/15	0	2022-09-30 16:18:33	2022-10-02 14:19:27
BK22014515	17	질문자	여행지에선 맛있는 것이 최고죠. 로쿰과 곁들일 만한 음료는 뭐가 있을까요?				0	2022-09-30 16:18:34	2022-10-02 14:19:27
BK22014515	18	전문가	튀르키예인들이 수시로 마시는 차이라고 불리는 홍차를 곁들이거나, 튀르키예 요리에서 빼놓을 수 없는 요거트를 곁들이면 좋아요. 참고로 요거트라는 영어 단어는 터키어 요우르트에서 유래한 말이랍니다.	터키 요리	https://ko.wikipedia.org/wiki/%ED%8A%80%EB%A5%B4%ED%82%A4%EC%98%88_%EC%9A%94%EB%A6%AC	2022/08/29	0	2022-09-30 16:18:34	2022-10-02 14:19:27
BK22014515	19	질문자	그렇군요. 그리고 튀르키예에서는 커피가 특이하다고 들었는데 우리가 아는 커피와는 좀 다른가요?				0	2022-09-30 16:18:34	2022-10-02 14:19:27
BK22014515	20	전문가	구리용기에 커피 가루와 물을 넣고 끓여 걸쭉하게 만드는 터키시 커피는 가루를 거르지 않기 때문에 조금 기다렸다가 가루가 다 가라앉은 후에 마셔야 해요. 진한 맛이 일품인 커피예요.	터키시 커피	http://www.munhwa.com/news/view.html?no=2017111501033112000001	2017/11/15	0	2022-09-30 16:18:34	2022-10-02 14:19:27
BK22014515	21	질문자	알려주신 덕분에 차이에 터키시 커피도 마시고 케밥에 맛난 거 많이 먹고, 돌아올 때 로쿰 선물로 사 올게요.				0	2022-09-30 16:18:34	2022-10-02 14:19:27
BK22014515	22	전문가	그러시면 목 빠지게 로쿰을 기다리고 있겠습니다. 즐겁게 여행하고 건강한 모습으로 봐요.				1	2022-09-30 16:18:34	2022-10-02 14:19:27
