id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22003401	1	질문자	나 몇일전에 옥수수를 먹었는데, 엄청 달고 처음 먹어보는 식감이었어!				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	2	전문가	초당옥수수 먹었나보네? 풋옥수수 중에 초당옥수수가 당도가 가장 높거든.	초당옥수수	http://www.thekpm.com/news/articleView.html?idxno=61506	2020/06/23	0	2022-08-04 11:12:04	2022-08-07 18:26:57
BK22003401	3	질문자	맞아, 이름이 초당옥수수였어. 너무 달아서 설탕을 넣은 건 줄 알았어.				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	4	전문가	초당옥수수는 씨알이 쭈글쭈글 해서 발아율이 낮은 편으로 알려져 있어. 그런데, 당 함유량은 단옥수수 보다 2배에서 3배 가량 높기 때문에 아무것도 첨가하지 않고도 단맛이 나서 쪄먹기 딱 좋아.	초당옥수수 단맛	http://www.thekpm.com/news/articleView.html?idxno=61506	2020/06/23	0	2022-08-04 11:12:04	2022-08-08 12:50:58
BK22003401	5	질문자	아하, 진짜 다시 먹고 싶은 맛이야. 우리나라에 언제부터 재배되기 시작한거야?				0	2022-08-04 11:12:04	2022-08-10 08:28:10
BK22003401	6	전문가	우리나라에 처음 들어온건 1982년 하니반탐9라는 품종으로 수입되었어. 그 이후 국내 육성 품정인 초당옥1호 그 다음은 감미옥 등 3종의 신종품으로 개발되어서 현재의 초당옥수수가 되었어.	초당옥수수 수입	http://www.thekpm.com/news/articleView.html?idxno=61506	2020/06/23	0	2022-08-04 11:12:04	2022-08-09 22:41:26
BK22003401	7	질문자	그렇구나, 품종 자체는 수입되어 들어온 거구나. 우리나라에서는 강원도에서 재배되는 건가?				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	8	전문가	아니, 제주도야. 최근 제주지역 농가에 새로운 농작물로 옥수수가 떠오르기 시작했는데 그게 바로 초당옥수수야.	초당옥수수 재배지	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-08-04 11:12:04	2022-08-08 12:50:58
BK22003401	9	질문자	아하, 그렇구나. 초당이란 말이 그럼 제주 지역을 일컫는 말이야?				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	10	전문가	아니, 초당옥수수의 초당은 지명이 아니고 당도가 월등히 높다는 의미로 붙여진 이름이야. 이름만 들어도 엄청 단 걸 짐작할 수 있어.	초당옥수수뜻	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-08-04 11:12:04	2022-08-08 12:50:58
BK22003401	11	질문자	그런뜻이 있었구나. 나는 근데 제주도에서는 감귤만 재배가 되는 줄 알았어				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	12	전문가	초당옥수수는 온난한 기후에서 자라는 농작물이야. 그래서 온난한 기후를 자랑하는 제주도에서 재배하기 딱 좋지. 그리고 재배기간 또한 3개월로 짧은 편이라 월동채소를 수확한 뒤 재배할 수 있어서 농사를 지을 때 효율적이야.	초당옥수수 재배기후	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-08-04 11:12:04	2022-08-08 12:50:58
BK22003401	13	질문자	제주도 기후가 적합해서 많이 재배가 되는구나. 그런데 초당옥수수는 너무 달아서 살이 많이 찌지 않을까?				0	2022-08-04 11:12:04	2022-08-04 11:12:04
BK22003401	14	전문가	아니, 초당옥수수는 열랑이 100그램 당 96칼로리로 찰옥수수의 절반 정도 밖에 안돼. 또 녹말 함량이 낮고 수분이 70퍼센트 이상이라 다이어트에 효과적이지.	초당옥수수 칼로리	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-08-04 11:12:04	2022-08-07 18:26:57
BK22003401	15	질문자	정말? 완전 의외다. 나는 너무 달아서 이거 먹으면 살이 너무 찌는 거 아닌가 걱정했거든.				0	2022-08-04 11:12:05	2022-08-04 11:12:05
BK22003401	16	전문가	걱정할 필요 없어. 심지어 식이섬유도 많기 때문에 장 운동이 활발해 져서 변비에도 아주 효과적이야.	초당옥수수 식이섬유	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-08-04 11:12:05	2022-08-07 18:26:57
BK22003401	17	질문자	다이어트 할 때 그럼 맛있는 초당옥수수를 먹으면 되겠다.				0	2022-08-04 11:12:05	2022-08-04 11:12:05
BK22003401	18	전문가	어, 그래서 다이어트 식품으로 최근 각광 받고 있어.				0	2022-08-04 11:12:05	2022-08-04 11:12:05
BK22003401	19	질문자	다른 것들은 너무 맛이 없고 질리는데 이건 얼마든지 먹을 수 있을 것 같아.				0	2022-08-04 11:12:05	2022-08-04 11:12:05
BK22003401	20	전문가	응, 이번 다이어트 때는 맛있는 초당옥수수 먹으면서 효과 보길 바랄게.				1	2022-08-04 11:12:05	2022-08-10 08:28:10
