id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22000534	1	질문자	혹시 초당 옥수수 먹어보셨어요? 친구가 너무 맛있다며 보내준다는데 그렇게 맛있나요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	2	전문가	아, 초당 옥수수 아직 안 드셔 보셨나 봐요. 정말 맛있어서 계속 생각날 정도예요.				0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	3	질문자	그래요? 전 옥수수가 뭐 다를 게 있나 싶었는데 초당 옥수수는 뭐가 다른가요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	4	전문가	초당 옥수수는 일반 옥수수보다 당도가 높은 편이에요. 그래서 초당이라는 이름으로 불리는데 일반 옥수수보다 수분이 많아요. 초당 옥수수는 아삭한 식감이라 찌지 않고 과일처럼 먹으면 좋아요.	초당옥수수	https://www.nongmin.com/nature/NAT/FOD/358377/view	2022/07/05	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	5	질문자	옥수수를 찌지 않고 먹을 수 있다고요? 과일처럼 먹을 수 있다니 상상이 안 가네요. 얼마나 달기에 그런 거죠?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	6	전문가	포도와 수박의 당도가 12브릭스에서 14브릭스인데, 초당옥수수는 평균 17브릭스의 당도를 가지고 있어요.	초당옥수수 당도	https://shindonga.donga.com/3/all/13/3465841/1	2022/06/26	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	7	질문자	초당옥수수는 포도와 수박보다 더 달다고 볼 수 있는 거네요. 옥수수가 그렇게 달다니 맛있겠어요. 그런데 단만큼 칼로리도 꽤 높겠어요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	8	전문가	초당옥수수의 칼로리는 100그램당 96칼로리에요. 찰옥수수는 100그램당 140칼로리이니 초당옥수수의 칼로리는 낮은 편이에요.	초당옥수수 칼로리	http://kpenews.com/View.aspx?No=1987364	2021/08/01	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	9	질문자	칼로리도 낮고 달기도 하다니 왜 진작 몰랐나 싶네요. 초당옥수수는 한국에서 개발한 품종인 거예요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	10	전문가	정확하게 말하자면, 초당옥수수는 1982년 하니반탐9 품종을 국내에 수입했고, 1992년에 초당옥1호 품종을 국내에서 개발했어요.	초당옥수수 개발	https://www.ibabynews.com/news/articleView.html?idxno=105694	2022/06/13	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	11	질문자	아, 외국에서 품종을 수입했다가 한국에서 개발을 하게 된 거네요. 그러면 초당옥수수는 사계절 내내 먹을 수 있어요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	12	전문가	그렇진 않고, 초당옥수수는 6월과 7월 여름이 제철이에요. 전남과 해남, 제주 등에서 재배하며 여름에만 즐길 수 있는 농산물이니 놓치지 말아요.	초당옥수수 제철	https://www.nongmin.com/nature/NAT/FOD/358377/view	2022/07/05	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	13	질문자	그렇군요. 아무 때나 먹을 수 있는 게 아니네요. 초당옥수수는 그냥 먹을 수 있다고 했는데 정말 생으로 먹어도 돼요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	14	전문가	네, 초당옥수수는 알껍질이 속이 비칠 정도로 얇아서 생으로 먹으면 단맛을 완벽히 느낄 수 있어요. 생으로 먹을 때는 흐르는 물에 씻어서 먹으면 돼요.	초당옥수수 생으로 먹는법	https://www.hidoc.co.kr/healthstory/news/C0000468268	2019/06/24	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	15	질문자	아, 과일과 똑같은 방법이네요. 찬 건 싫은데 그럼 초당옥수수는 쪄서 먹을 수도 있어요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	16	전문가	물론이죠, 초당옥수수를 따뜻하게 먹고 싶으면 전자레인지를 이용하면 돼요. 그릇에 초당옥수수를 담고, 랩으로 씌우고 젓가락으로 구멍을 몇 개 뚫어 준 후 전자레인지에 돌려주면 따뜻하게 먹을 수 있어요.	초당옥수수 따뜻하게 먹는법	https://www.hidoc.co.kr/healthstory/news/C0000468268	2019/06/24	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	17	질문자	그것도 괜찮은 방법이네요. 친구가 초당옥수수를 많이 보내준다고 했는데 보관은 어떻게 하면 될까요?				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	18	전문가	당장 먹을 양은 껍질째 냉장고에 보관해요. 만약 5일 이상 보관할 거라면 초당옥수수의 껍질을 벗겨서 냉동실에 보관하면 돼요.	초당옥수수 보관법	https://www.gokorea.kr/news/articleView.html?idxno=285506	2019/07/22	0	2022-07-20 16:08:13	2022-07-21 09:50:15
BK22000534	19	질문자	아, 보관도 먹는 방법도 간편해서 좋네요. 빨리 오기만 기다리면 되겠어요. 다음에 만날 때 초당옥수수 나눠줄게요.				0	2022-07-20 16:08:13	2022-08-02 12:01:32
BK22000534	20	전문가	정말요? 저야 너무 좋죠. 그럼 다음에 만나서 초당옥수수도 나눠먹고 또 수다 떨어요.				1	2022-07-20 16:08:13	2022-07-21 12:40:47
