id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22007537	1	질문자	언젠가부터 스마트폰이 없으면 못살겠다는 생각을 하게된 것 같아요. 그런데 불과 몇 십년 전만해도 핸드폰이 없었고 집에 전화기만 있었잖아요. 전화기가 발명된건 언제였나요?				0	2022-09-05 00:36:18	2022-09-05 00:36:18
BK22007537	2	전문가	가장 최초의 전화기는 전기 파동신호를 이용한 조금 불안정한 모델이었어요. 1849년 쿠바의 아바나에 살던 이탈리아인 안토니오 메우치가 개발했죠. 지금의 안정화된 전화기는 이 후 1876년 알렉산더 그레이엄 벨이 처음 만들었고, 1878년 매사추세츠 보스턴에 첫 전화 교환국이 만들어졌어요.	전화기 발명 역사	https://ko.wikipedia.org/wiki/%EC%A0%84%ED%99%94	2022/03/13	0	2022-09-05 00:36:18	2022-09-05 00:36:18
BK22007537	3	질문자	불과 170년 정도 전의 일이네요. 그럼 전화기가 없던 시절에는 사람들과의 소통은 어떻게 했었나요?				0	2022-09-05 00:36:18	2022-09-15 22:19:47
BK22007537	4	전문가	전화기가 없던 시대에 편지보다 더 빠르게 원거리 소통을 할 수 있었던 수단은 바로 전보에요. 우체국에 설치된 전신기를 이용해 전보를 주고 받았죠.	전화기 없던 시대	https://zdnet.co.kr/view/?no=20220816125858	2022/08/16	0	2022-09-05 00:36:18	2022-09-15 22:19:47
BK22007537	5	질문자	실시간으로 전 세계와 소통할 수 있는 지금과 비교하면 정말 답답하고 힘들었을 것 같아요. 우리나라에 전화기가 처음 들어온건 언제였을까요?				0	2022-09-05 00:36:18	2022-09-05 00:36:18
BK22007537	6	전문가	우리나라 최초의 전화기는 1882년에 들어왔어요. 청나라 톈진으로 유학을 다녀온 상운이 3월에 조선으로 돌아오며 전화기와 전선 100m를 가지고 왔다는 기록이 있거든요.	한국 최초의 전화기	https://ko.wikipedia.org/wiki/%EC%A0%84%ED%99%94	2022/03/13	0	2022-09-05 00:36:18	2022-09-05 00:36:18
BK22007537	7	질문자	전화기가 발명된 후 얼마 지나지않아서네요. 우리나라에 전화기가 들어온 후 첫 통화는 고종께서 하셨다 들었는데 맞나요?				0	2022-09-05 00:36:18	2022-09-17 00:02:36
BK22007537	8	전문가	맞아요. 청나라에 전기 기술을 배우러 떠났던 유학생 상운이 1882년 우리나라에 최초로 전화를 들여오고 14년이 지난 1896년 10월, 덕수궁 안에 전화기가 설치되었거든요. 당시 왕이었던 고종이 궁 안에서 직접 인천으로 전화를 걸었죠. 우리나라 최초의 전화 통화 내용은 인천 감옥에 수감 중이었던 김창수라는 사람의 사형을 면하라는 명령이었어요.	한국 최초의 전화기 고종	https://www.hani.co.kr/arti/society/society_general/836855.html	2018/03/20	0	2022-09-05 00:36:18	2022-09-15 22:19:47
BK22007537	9	질문자	우리나라의 첫 통화라니 의미가 깊은 것 같아요. 그럼 궁 밖의 일반 서민들이 쓸 수 있는 전화기는 언제 설치 되었을까요?				0	2022-09-05 00:36:18	2022-09-17 00:02:36
BK22007537	10	전문가	우리나라의 공중전화기는 1902년 서울의 네 장소에서 처음으로 개통되었고, 1926년이 되어서 정식으로 전화국과 우체국에 설치되며 보급되었어요. 외국에서는 1889년 미국의 발명가가 동전으로 통화할 수 있게 만든 것을 최초의 공중전화기로 보고 있고요.	한국 최초의 공중전화기	https://www.dongascience.com/news.php?idx=18493	2017/06/10	0	2022-09-05 00:36:18	2022-09-15 22:19:47
BK22007537	11	질문자	지금은 언제든 전화를 쓸 수 있는데 그 시대에는 그렇지 못했겠네요. 가정마다 전화기를 설치하는 시대로 가려면 얼마나 더 지나야 하나요?				0	2022-09-05 00:36:18	2022-09-05 00:36:18
