id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22001404	1	질문자	저희 아이 장래 꿈이 손흥민같은 세계적 축구 선수 되는거래요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	2	전문가	손흥민 선수는 진짜 대단한 선수라서, 아이들이 롤모델로 삼을만해요. 손흥민은 어린 시절부터 고된 훈련을 이겨냈고, 인종차별 등 수많은 장벽에 부닥칠 때도 오직 실력으로 그 장벽을 뛰어넘은 선수예요. 거기에다 축구만 잘하는 게 아니라, 어린 시절부터 영어,독일어를 갈고닦아서 유창한 언어로 현지 적응 하거나, 팀 동료들과 소통 하는데도 원활하게 했어요.	손흥민	https://n.news.naver.com/mnews/article/025/0003197107?sid=110	2022/05/24	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	3	질문자	인터뷰 할 때마다 유창한 언어 실력에 놀랐었는데, 축구 뿐 아니라 다방면으로 노력했군요. 지난번 득점왕 인터뷰 보니, 손흥민 인성도 좋고,팀동료와의 사이도 정말 좋은것 같았어요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	4	전문가	공식 인터뷰에서, 정말 골을 넣고 싶었다는 얘기와 함께, 팀 동료들이 진심으로 도와 주길 원했었다며 감사를 표했어요. 안토니오 콘테 토트넘 감독도, 손흥민의 득점왕을 도우려는 동료들의 의지와 열망이 고마웠다고 말 할 정도였으니까요.	손흥민 득점왕 인터뷰	https://sports.news.naver.com/news.nhn?oid=081&aid=0003275011	2022/05/24	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	5	질문자	그 날, 득점왕 되느냐 마느냐 경기라면서 아이가 새벽까지 보고 있으니 덩달아 저까지 잠도 못자고 봤어요. 다음날 재방 보라고 해도 말도 안듣더라고요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	6	전문가	축구 팬이라면, 특히나 손흥민 팬이면 잠을 잘 수 없는 경기였죠. 프리미어리그에서 23골 넣고 득점왕 돼서 모든 팬들이 완전 흥분 할 수 밖에 없었어요. 유럽 5대 리그 통털어 지금까지 아시아인 최초로 득점왕에 오른거라 더 큰 화제가 되었고요.	손흥민 득점왕	https://n.news.naver.com/mnews/article/025/0003197107?sid=110	2022/05/24	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	7	질문자	아시아인 최초 득점왕이었다니 정말 자랑스럽네요. 다른 경쟁 선수 경기도 같이 봐야 한다고 휴대폰까지, 두경기 다 쳐다보고 난리였어요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	8	전문가	그 날 득점왕을 공동으로 딴거잖아요. 만약, 살리가 더 많은 골을 넣으면, 손흥민이 득점왕 따지 못하니까 다른 경기도 신경 안쓸 수가 없었죠. 하지만, 공동 1위로 딴 리버풀의 살라는 패널티킥으로 다섯 골 넣어서 딴거고, 손흥민은 23골 모두 필드에서 뛴 골로만 채운거라, 격이 완전 다르죠.	살라 득점왕	https://n.news.naver.com/mnews/article/025/0003197107?sid=110	2022/05/24	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	9	질문자	오, 골의 질이 다른거네요. 득점왕까지 땄으니, 손흥민 몸값도 더 높아졌겠어요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	10	전문가	당연하죠. 축구 전문 통계 매체인 트랜스퍼마크트에서 18일 공식으로 전 세계에서 가장 비싼 선수 TOP50을 발표했는데, 손흥민은 7500만유로, 약 1017억원을 기록해서 공동 18위에 올랐어요.	손흥민 몸값	https://sports.news.naver.com/news.nhn?oid=109&aid=0004640000	2022/06/19	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	11	질문자	1년에 1,000억 이상 번다니 부럽네요. 거기에다 각종 광고도 찍으니까 광고 수입도 어마하겠어요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	12	전문가	손흥민은 매년 상승세를 타고 있어서, 광고 모델료도 치솟았어요. 2019년에는 광고모델료가 10억원이었는데, 올해는 연간 광고비로 80억원 제시한 것으로 알려져서 4년만에 8배나 급증한거죠.	손흥민 광고비	https://n.news.naver.com/mnews/article/654/0000011010?sid=101	2022/05/26	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	13	질문자	그정도 가치면, 국내 광고 뿐 아니라 세계적 브랜드 광고도 많이 하겠어요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	14	전문가	그동안 수많은 명품 브랜드들이 손흥민에게 러브콜을 보내왔어요. 지난 1월에는, 럭셔리 브랜드 투미가 자사 제품 컬렉션 켐페인 모델로 선정했고, 지난 14일에는 영국을 대표하는 세계적 브랜드인 버버리가 손흥민을 엠버서더로 선정했죠.	손흥민 버버리	https://n.news.naver.com/mnews/article/076/0003886307?sid=101	2022/06/28	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	15	질문자	그만큼 손흥민의 가치가 높다는 의미인것 같아요. 손흥민은 좋은일도 많이 한다고 하니까 큰 수입에 대한 묘한 거부감도 훨씬 덜한것 같아요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	16	전문가	네, 손흥민은 지난번 코로나 한창일때, 영국에 머물고 있었는데 우리나라의 코로나19 확산방지와 취약계층 지원을 위해 써달라고 1억원씩 두 곳에 기부했어요. 굿네이버스에 1억원, 희망브리지 전국재해구호협회에 1억원 기부해서 총 2억원을 했죠.	손흥민 기부	https://sports.news.naver.com/news.nhn?oid=015&aid=0004305457	2020/03/12	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	17	질문자	기부라는게 많이 번다고 모두 다 할 수 있는 행동은 아닌데, 선한 영향력을 줄 수 있는 힘이 있는것 같아요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	18	전문가	많이 번다고 기부하는게 쉬운건 아니죠. 손흥민은 현금 기부 뿐 아니라, 자선경매에 축구화와 유니폼을 내놨는데, 낙찰된 금액을 전액 대한민국 축구종합센터 건립비용으로도 기부했어요. 자선경매 낙찰자 두사람은, 14일 오후 8시 서울월드컵경기장에서 열린 이집트와 의 평가전에 초청도 받았고요.	손흥민 경매기부	https://n.news.naver.com/mnews/article/009/0004977691?sid=102	2022/06/14	0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	19	질문자	낙찰된 금액을 의미있는 일에 쓰는것도 좋아 보이고, 그 팬을 위해서 경기에 초청해주는 배려심도 훌륭하네요.				0	2022-07-20 16:16:01	2022-08-02 12:01:32
BK22001404	20	전문가	요즘은 팬들이 본인이 좋아하는 셀럽을 닮아간다고 하잖아요. 팬들도 손흥민처럼 열심히 노력하고 좋은 일 하는 삶을 살지 않을까 싶네요.				0	2022-07-20 16:16:01	2022-07-21 10:30:21
BK22001404	21	질문자	손흥민 광팬인 저희 아들도 그렇게 노력하고 선한 영향력 주는 사람으로 성장하면 좋겠어요. 오늘, 덕분에 손흥민 정보 많이 알게 되었어요. 감사해요.				1	2022-07-20 16:16:01	2022-08-02 12:01:32
