id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22006605	1	질문자	제 친구가 요즘 제로 웨이스트를 실천한다는데, 이게 뭔지 아세요?				0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	2	전문가	아, 제로 웨이스트는 말 그대로 쓰레기 배출량이 0이라는 의미에요. 그러니까 쓰레기를 배출하지 않고 생산, 소비, 재사용, 회수를 통해 자원을 보존하고 재활용을 권장하는거죠.	제로 웨이스트 뜻	http://www.busan.com/view/bstoday/view.php?code=2022060723234759332	2022/06/08	0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	3	질문자	그렇군요, 근데 제로 웨이스트가 특별히 인기있는 이유가 있나요?				0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	4	전문가	요즘 MZ세대는 스스로 지향하는 가치를 바탕으로 합리적인 소비를 추구하는 가치소비를 하려고 하기 때문이에요.	제로 웨이스트 MZ세대	https://www.segye.com/newsView/20220824506880	2022/08/24	0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	5	질문자	가치소비가 중요한 시대에 접어들었네요. 그럼 자신이 소비한 걸 SNS에 올리기도 하나요?				0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	6	전문가	그럼요, 최근에 MZ세대를 타깃으로 한 에코그래머블 마케팅이 유행이에요. 에코그래머블은 에코와 인스타그래머블의 합성어인데, 인스타그램에 올릴 만한 비주얼을 갖고 있는 친환경 성격의 제품이나 서비스를 의미해요.	에코그래머블	http://digitalchosun.dizzo.com/site/data/html_dir/2022/08/01/2022080180103.html	2022/08/01	0	2022-08-28 00:57:17	2022-08-28 00:57:17
BK22006605	7	질문자	그렇군요, 인스타그램에 접속해서 한번 봐야겠네요. 근데 어떤 기업에서 그런 마케팅을 하죠?				0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	8	전문가	얼마 전 한국 코카콜라에서 투명 페트병의 올바른 분리배출을 돕는 원더플 캠페인 시즌3를 시작했어요. 이 캠페인에서 수거된 페트병은 캠핑의자로 재탄생돼서 참가자들에게 다시 전달될거예요.	에코그래머블 마케팅	https://www.opinionnews.co.kr/news/articleView.html?idxno=71546	2022/08/07	0	2022-08-28 00:57:17	2022-08-28 00:57:17
BK22006605	9	질문자	환경도 보호하고 MZ세대도 만족시키는 일석이조 마케팅이네요. 근데 제로 웨이스트 전용 마켓이 있다는데 맞나요?				0	2022-08-28 00:57:17	2022-09-05 13:59:46
BK22006605	10	전문가	네, 7월 6일, 7일에 제주 월정리 해변에서 리얼스 마켓이라는 팝업 마켓이 열렸어요. 이 행사는 해변가의 쓰레기를 직접 주워오면 제로 웨이스트 물품으로 교환해주는 행사에요.	제로 웨이스트 마켓	https://www.donga.com/news/Society/article/all/20220809/114873427/1	2022/08/09	0	2022-08-28 00:57:17	2022-09-05 13:59:46
