id	utterance_id	role	text	search_query	search_URL	reference_date	terminate	regDate	updDate
BK22005342	1	질문자	요즘 물가가 너무 많이 올랐어. 생리대는 필수품인데 가격이 올라서 큰일이네.				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	2	전문가	펄프 가격이 오르면서 펄프가 원료인 화장지나 생리대 등 생필품의 가격이 크게 올랐어. 그렇다고는 해도 너무 비싸기는 해.	생리대 가격 인상	https://www.etoday.co.kr/news/view/2161820	2022/08/09	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	3	질문자	내가 1년간 사용하는 생리대만 해도 어마어마할 것 같은데, 어느 정도 되려나?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	4	전문가	1명의 여성이 1년 동안 생리를 한다면, 그동안 사용하는 생리대는 약 480개야. 그러니까 매월 최소 40개의 생리대는 필요해지지.	1년 생리대 사용량	https://biz.chosun.com/topics/topics_social/2022/05/30/7FRTI7W4XNFFHMWSBSIRGWBPD4/	2022/05/30	0	2022-08-11 21:20:43	2022-08-25 11:19:18
BK22005342	5	질문자	나도 이렇게 부담이 되는데, 저소득층 여학생들은 얼마나 힘들까?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	6	전문가	그래서 정부에서 저소득 여학생들을 위해 올해 약 259억 원 규모의 예산을 생리대 지원사업비로 편성했어. 국민기초생활보장법에 따른 차상위계층과 한부모가족지원법에 해당하는 중위소득 50% 이하 가구의 만 9세부터 24세 여성 청소년 24만 4천여 명이 지원을 받을 수 있어. 성년이 될 때까지 매월 1만 2000원의 생리대 구매 비용을 지원 받아.	저소득층 생리대 지원	https://biz.chosun.com/topics/topics_social/2022/05/30/7FRTI7W4XNFFHMWSBSIRGWBPD4/	2022/05/30	0	2022-08-11 21:20:43	2022-08-19 10:04:27
BK22005342	7	질문자	지원해주는 건 좋은 일이지만, 생리대 값이 만만치 않은데 금액이 너무 적은 것 같네.				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	8	전문가	나도 그렇게 생각하기는 해. 나는 요즘 대안 생리대로 분류되는 생리컵을 사용하고 있는데 정말 편해. 너도 한 번 써보는 건 어때?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	9	질문자	나도 전부터 관심이 있었는데 귀찮아서 잘 알아보지 못했어. 대안 생리대에는 무엇이 있는데?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	10	전문가	일회용 생리대 외에 다른 생리용품을 포괄적으로 대안 월경용품이라고 불러. 생리컵 뿐만 아니라, 세탁해서 계속 사용할 수 있는 면 생리대나 몸 안에 집어넣어 피를 흡수하는 탐폰 등이 있지.	대안 생리대 종류	https://www.seoul.co.kr/news/newsView.php?id=20190603017002	2019/06/03	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	11	질문자	내 생각보다 종류가 다양하구나. 사실 일회용 생리대가 익숙해서 그냥 쓰고는 있지만, 정말 불편하고 찝찝한 건 사실이야. 나도 이 기회에 바꿔볼까 봐.				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	12	전문가	우리나라에서 일회용 생리대를 정말 많이 사용하는 것은 사실이야. 2018년 환경부를 비롯한 민관 공동협의회의 조사에 따르면, 일회용 생리대를 사용하는 여성의 비율이 무려 98퍼센트라고 해. 면 생리대는 24퍼센트, 생리컵 18퍼센트, 탐폰 12퍼센트로 다른 월경용품들의 비율은 아직 낮아.	일회용 생리대 사용 비율	http://www.chemicalnews.co.kr/news/articleView.html?idxno=887	2019/09/16	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	13	질문자	일회용 생리대를 사용하는 사람이 정말 많긴 하구나. 그치만 다들 나처럼 만족도는 별로 높지 않을 것 같은데 어때?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	14	전문가	맞아, 일회용 패드형 생리대의 만족도는 낮게 나타났어. 반면에 면 생리대와 탐폰, 생리컵 사용자는 만족도가 상대적으로 높아.	생리컵 사용 비율	http://www.chemicalnews.co.kr/news/articleView.html?idxno=887	2019/09/16	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	15	질문자	나도 생리컵을 한 번 써봐야겠다. 그런데 생리컵은 원리가 뭐야?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	16	전문가	일반적인 일회용 패드형 생리대가 속옷에 패드를 덧대 생리혈을 흡수하는 반면, 생리컵은 질 속에 오목한 컵 모양의 용기를 삽입해서 생리혈이 밖으로 새지 않도록 막아주는 기구야.	생리컵	https://www.chosun.com/site/data/html_dir/2017/05/25/2017052502357.html	2017/05/25	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	17	질문자	질 속에 삽입한다니 탐폰과 비슷한 원리구나. 그런데 체내에 넣는 거라니 아프지는 않을까?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	18	전문가	생리컵에 사용된 실리콘은 체온이 전해지면 말랑한 형태로 변하면서 몸 안에 안착하기 때문에 그렇게 아프지 않아. 그래서 삽입 후에는 이물감이 거의 느껴지지 않아. 물론 처음에는 어렵겠지만, 너무 걱정하지 말고 도전해 봐.	생리컵 고통	https://www.chosun.com/site/data/html_dir/2017/05/25/2017052502357.html	2017/05/25	0	2022-08-11 21:20:43	2022-08-24 16:59:17
BK22005342	19	질문자	좋아, 네 덕분에 용기가 생겼어. 그런데 몇 시간까지 착용하고 있어도 되는 거야?				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	20	전문가	생리양에 따라서 3시간에서 10시간 뒤에 갈아주면 돼. 너도 사용해보고 나면 진작 사용해볼걸 그랬다고 아쉬워하게 될 거야.	생리컵 착용 시간	https://health.chosun.com/site/data/html_dir/2017/09/19/2017091901572.html	2017/09/20	0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	21	질문자	진짜 그런지 써보고 알려줄게. 나에게 잘 설명해줘서 고마워.				0	2022-08-11 21:20:43	2022-08-11 21:20:43
BK22005342	22	전문가	주변에 생리컵 사용자가 있으면 든든하던 걸. 해보다가 어려운 점이 생기면 또 물어봐도 돼.				1	2022-08-11 21:20:43	2022-08-25 14:25:25
